CODE,PFTOT,PF0004,PF0509,PF1014,PF1519,PF2024,PF2529,PF3034,PF3539,PF4044,PF4549,PF5054,PF5559,PF6064,PF6569,PF7074,PF7579,PF8084,PF85P
24660180,314,14,19,24,17,26,22,14,17,25,17,23,20,16,11,16,13,11,9
24660181,560,26,34,28,10,18,24,24,47,29,31,24,24,33,44,64,49,29,22
24660182,350,27,25,13,12,21,32,47,32,22,24,16,18,14,11,14,15,1,6
24660183,275,15,17,10,6,20,21,32,29,25,19,11,16,10,9,15,9,6,5
24660184,236,17,19,14,11,13,14,13,22,18,17,19,10,11,11,5,9,8,5
24660185,161,7,7,6,6,9,7,6,12,15,8,11,15,10,9,10,10,7,6
24660186,420,24,31,37,29,18,20,22,31,35,38,31,24,17,16,14,16,12,5
24660187,315,19,34,28,13,23,18,21,22,30,21,19,14,18,13,11,6,1,4
24660188,315,26,22,14,22,20,26,24,26,30,13,22,25,17,11,6,5,1,5
24660189,292,31,29,11,15,15,17,28,25,26,26,12,17,14,5,7,8,0,6
24660190,417,30,34,30,33,28,24,35,32,36,20,22,21,19,11,15,11,5,11
24660191,298,32,30,21,20,13,25,24,29,25,12,16,12,10,9,5,5,5,5
24660192,354,26,24,22,16,20,24,33,21,20,27,17,21,19,17,18,10,13,6
24660193,225,9,11,13,15,13,11,23,20,12,16,14,12,14,10,11,10,9,2
24660194,181,12,9,12,12,9,13,11,18,17,11,11,12,9,11,8,5,1,0
24660195,295,17,17,19,20,15,14,16,17,20,32,27,21,19,11,11,6,6,7
24660196,243,14,13,11,14,19,15,21,19,18,15,10,15,13,16,12,10,3,5
24660197,331,22,27,25,19,23,22,25,28,20,23,26,16,20,7,10,7,9,2
24660198,305,16,23,20,17,17,16,11,19,24,24,23,19,17,13,8,15,13,10
24660199,236,14,17,16,14,15,10,6,12,15,15,18,20,13,8,8,9,12,14
24660200,223,17,24,21,14,11,13,12,20,19,15,14,10,10,6,5,3,4,5
24660201,307,21,25,23,13,10,19,23,33,34,22,20,15,14,13,13,6,1,2
24660202,249,18,22,17,5,13,10,32,26,30,10,13,9,11,9,7,6,6,5
24660203,751,24,20,19,14,18,20,31,39,37,32,35,55,70,68,69,77,64,59
24660204,252,17,16,20,13,15,15,16,17,16,22,20,11,13,13,15,6,1,6
24660205,1349,12,10,12,12,15,17,23,23,22,29,37,48,68,82,120,165,240,414
24660206,267,10,17,4,2,16,7,11,12,20,17,9,14,19,25,21,30,15,18
24660207,212,12,11,8,9,11,16,14,16,10,6,10,19,15,21,15,11,6,2
24660208,178,11,11,6,4,8,11,14,11,10,12,11,16,15,15,8,7,5,3
24660209,217,17,17,9,10,6,10,17,19,17,14,9,16,10,10,14,11,1,10
24660210,361,34,36,16,12,14,18,29,17,21,24,24,22,16,19,16,23,8,12
24660211,406,22,24,18,18,20,23,32,27,24,27,26,36,23,23,20,17,13,13
24660212,288,29,28,13,14,14,14,18,21,31,18,13,12,11,11,15,6,9,11
24660213,327,30,28,21,9,14,24,31,24,28,27,16,12,6,12,15,11,9,10
24660214,289,31,36,18,16,8,22,19,22,19,22,17,10,11,10,12,6,5,5
24660215,281,18,23,15,15,10,9,23,18,25,22,14,17,13,16,12,12,9,10
24660216,215,20,19,11,11,12,10,17,21,13,13,10,15,10,8,11,6,3,5
24660217,311,29,31,19,13,13,11,35,36,27,21,9,12,4,10,14,14,5,8
24660218,333,10,11,15,11,15,17,18,20,22,22,21,29,21,22,27,22,17,13
24660219,365,11,8,13,11,18,9,15,15,14,23,14,14,9,16,15,27,32,101
24660220,523,46,40,34,13,21,29,54,53,38,36,18,33,16,16,23,22,11,20
24660221,178,10,12,6,8,5,4,9,15,12,14,12,14,8,14,12,10,7,6
24660222,270,9,9,18,10,15,9,12,13,20,20,20,24,12,18,21,15,9,16
24660223,310,23,21,23,19,10,13,13,25,29,22,20,14,16,13,10,14,10,15
24660224,221,19,21,14,9,13,15,14,17,17,9,12,11,9,12,7,8,8,6
24660225,312,24,27,17,14,12,18,25,32,24,17,16,15,14,18,9,6,12,12
24660226,295,16,18,15,13,19,21,20,19,18,21,31,20,12,15,12,9,9,7
24660227,389,17,17,16,24,34,29,24,26,16,23,35,22,18,21,16,13,21,17
24660228,262,13,15,19,12,19,12,11,20,14,16,19,15,16,18,13,11,11,8
24660229,328,14,21,18,16,21,18,14,26,17,24,24,21,16,21,18,9,19,11
24660230,298,21,20,13,11,8,23,21,24,22,21,20,16,10,13,20,12,13,10
24660231,391,37,29,16,23,22,24,27,38,34,40,21,13,10,15,12,8,8,14
24660232,547,62,40,15,21,21,49,65,64,49,28,21,20,17,16,18,17,14,10
24660233,848,73,69,44,31,44,52,74,83,74,69,48,37,37,28,31,23,17,14
24660234,313,19,17,7,9,11,43,26,27,15,18,24,24,20,15,14,14,4,6
24660235,461,36,34,33,18,17,21,36,53,37,28,23,32,23,19,17,11,11,12
24660236,428,31,22,21,10,22,30,34,61,36,21,14,21,21,26,23,18,8,9
24660238,264,29,28,17,12,15,19,18,26,21,15,15,10,7,13,5,5,4,5
24660239,428,32,33,18,10,29,35,38,49,46,24,20,25,25,10,10,10,5,9
24660241,506,35,32,23,18,20,19,27,38,40,38,30,26,26,31,35,28,21,19
24660242,420,17,23,21,22,26,24,34,32,30,26,28,33,33,27,16,11,5,12
24660243,415,25,36,16,27,26,20,33,27,39,27,22,24,24,21,14,10,7,17
24660244,401,20,26,28,15,24,31,29,36,30,28,26,19,20,22,13,12,12,10
24660245,277,23,24,9,9,11,10,29,22,22,25,20,14,15,9,11,9,10,5
24660246,433,24,30,26,15,28,30,35,42,36,26,33,19,27,15,17,18,7,5
24660247,319,29,29,17,14,15,24,41,39,25,13,20,12,3,9,9,5,5,10
24660248,349,27,25,22,27,26,17,26,32,36,22,15,9,23,15,11,2,5,9
24660249,310,19,11,13,12,21,34,36,24,17,15,17,23,25,17,8,10,6,2
24660250,277,13,13,11,15,20,20,17,29,26,18,22,19,16,7,11,6,9,5
24660251,250,13,17,12,11,20,19,18,18,27,15,15,20,11,5,10,5,9,5
24660252,312,17,16,17,13,20,25,22,31,25,18,19,16,8,13,16,13,9,14
24660253,250,21,22,7,7,15,16,27,25,13,12,22,18,16,10,6,4,6,3
24660254,446,33,32,21,10,19,34,51,58,43,24,20,27,20,12,13,9,10,10
24660255,312,16,13,14,17,19,21,24,28,19,17,18,23,14,13,18,14,17,7
24660256,339,25,30,23,17,12,16,21,33,34,27,24,19,21,13,9,6,4,5
24660257,296,9,11,15,26,19,21,25,15,20,27,21,20,18,17,11,7,5,9
24660258,355,26,19,16,21,23,22,12,18,21,36,22,23,16,10,21,19,18,12
24660259,279,22,25,15,16,11,14,25,18,21,21,17,15,14,16,6,11,7,5
24660260,367,30,23,13,14,21,24,29,39,34,22,22,20,13,15,14,15,10,9
24660261,238,16,14,12,6,14,17,22,22,14,11,20,11,13,13,10,6,8,9
24660262,293,22,20,10,14,14,15,33,24,28,15,10,16,12,14,12,10,12,12
24660263,393,22,28,22,23,24,22,23,20,34,23,26,19,23,23,17,22,13,9
24660264,615,29,26,15,18,35,25,36,34,26,31,26,39,45,52,43,53,42,40
24660265,230,9,10,11,13,15,15,8,8,17,22,18,13,11,11,12,15,11,11
24660266,347,21,23,18,13,19,21,25,26,24,19,20,16,17,21,16,18,14,16
24660267,305,16,20,20,21,22,16,11,10,26,27,18,14,11,9,15,16,18,15
24660268,260,11,11,10,10,20,17,16,16,15,15,13,16,17,21,14,17,12,9
24660269,272,15,13,14,14,15,14,20,19,23,22,16,11,25,11,12,14,10,4
24660270,259,17,12,8,10,10,11,20,17,23,18,15,17,13,17,13,15,12,11
24660271,280,12,18,12,16,24,12,12,11,18,15,21,20,18,19,19,16,6,11
24660272,223,17,18,7,11,7,14,12,16,24,16,15,10,13,12,10,11,2,8
24660273,279,26,18,8,10,10,14,14,24,27,23,20,11,11,17,9,15,12,10
24660274,340,17,14,16,10,25,17,27,26,23,28,21,21,18,20,13,17,11,16
24660275,1108,31,30,28,17,21,26,32,41,46,37,31,45,43,54,90,109,124,303
24660276,279,20,18,16,11,9,11,15,26,21,22,21,15,15,25,10,11,7,6
24660277,282,17,17,27,10,11,10,16,20,17,25,18,14,17,17,8,16,10,12
24660278,266,7,8,14,11,28,19,15,11,8,18,26,17,16,19,13,14,8,14
24660279,212,9,10,14,15,16,8,5,4,14,18,17,11,11,6,16,16,14,8
24660280,258,10,12,17,16,19,12,13,10,14,23,23,17,23,11,12,10,10,6
24660281,314,17,14,19,17,14,9,18,17,25,21,19,18,22,11,27,22,16,8
24660282,282,36,28,16,5,9,27,33,28,16,10,6,10,10,18,16,6,5,3
24660283,225,19,20,13,12,14,11,15,19,19,16,15,9,7,7,10,8,6,5
24660284,377,28,27,16,17,19,28,25,29,34,31,15,25,14,21,17,7,10,14
24660285,379,32,30,28,20,21,20,21,29,31,29,19,20,15,14,19,15,11,5
24660286,356,20,23,17,15,12,30,33,28,25,24,20,18,18,17,16,24,8,8
24660287,251,9,16,10,9,10,19,14,15,14,12,15,19,17,15,12,16,18,11
24660288,375,17,26,21,15,14,18,18,23,32,35,31,13,16,23,24,21,12,16
24660289,646,16,25,14,16,25,31,25,29,48,46,28,34,36,65,69,53,47,39
24660290,373,15,22,20,19,24,26,25,16,36,32,29,19,14,23,13,20,10,10
24660291,218,11,5,6,14,6,12,21,11,21,15,10,19,13,15,11,13,10,5
24660292,335,22,27,13,7,14,21,49,33,31,21,15,21,14,9,15,10,7,6
24660293,337,6,6,6,5,2,9,13,11,9,12,19,24,28,39,45,39,37,27
24660294,238,8,8,12,7,9,13,15,12,15,23,15,12,11,19,25,17,10,7
24660295,303,12,15,13,13,19,15,21,23,29,23,16,20,14,22,19,17,6,6
24660296,416,27,38,31,16,27,20,24,24,35,31,29,33,16,19,14,17,9,6
24660297,206,7,10,15,12,10,10,9,12,17,18,17,15,13,12,11,7,6,5
24660298,133,6,8,9,5,5,5,7,6,10,10,7,13,11,11,9,5,4,2
24660299,453,7,8,11,9,13,16,17,20,26,25,25,31,28,39,50,50,46,32
24660300,320,8,7,9,10,13,15,15,21,23,23,20,32,25,29,24,18,14,14
24660301,890,29,36,51,40,40,28,27,38,69,81,80,88,71,56,43,39,34,40
24660302,499,20,21,38,26,32,23,29,29,40,42,39,46,34,27,20,17,10,6
24660303,325,29,26,20,13,16,23,29,24,20,20,15,20,12,17,7,13,12,9
24660304,245,21,18,15,12,15,11,15,16,17,15,17,11,17,22,11,0,6,6
24660305,244,18,20,19,12,9,18,18,20,14,18,12,15,9,14,10,8,5,5
24660306,326,35,28,17,10,15,14,31,29,30,25,10,7,9,23,12,12,10,9
24660307,305,28,29,27,13,14,15,17,28,21,18,14,17,17,15,11,6,9,6
24660308,211,11,8,6,4,15,15,19,17,9,12,14,11,13,18,16,12,8,3
24660309,246,8,10,15,14,20,16,10,13,16,23,18,17,13,13,15,12,8,5
24660310,297,20,21,19,13,16,24,22,33,20,24,12,18,11,19,11,9,1,4
24660311,504,41,43,32,27,24,20,37,65,39,34,32,28,16,19,16,14,11,6
24660312,277,16,16,11,12,11,7,20,29,19,21,17,16,17,20,16,10,12,7
24660313,409,28,29,25,14,16,20,22,32,32,32,26,25,24,22,21,15,16,10
24660314,249,7,8,18,19,20,11,10,16,19,22,22,20,16,9,9,11,7,5
24660315,212,7,10,14,9,10,8,11,10,14,20,17,17,16,10,11,13,7,8
24660316,329,19,19,18,14,19,19,25,20,21,16,23,27,23,19,14,16,2,15
24660319,230,20,18,12,10,5,14,27,32,15,12,9,8,12,10,8,6,5,7
24660320,317,31,38,21,18,12,17,23,35,24,22,11,12,12,8,8,13,5,7
24660321,399,31,43,19,20,15,16,31,42,25,22,20,23,20,16,16,21,5,14
24660322,341,30,21,21,15,22,22,34,28,28,22,13,15,14,16,12,12,10,6
24660323,354,34,28,18,12,17,20,28,25,23,16,18,18,16,17,17,20,15,12
24660324,321,32,32,20,22,19,17,20,30,31,18,19,15,10,9,11,1,9,6
24660325,281,23,20,21,11,9,23,25,29,29,22,18,9,12,11,5,4,5,5
24660326,205,24,18,17,9,7,10,24,14,11,11,11,6,6,11,9,5,5,7
24660327,324,30,23,17,11,9,15,33,38,28,16,17,17,19,9,17,14,5,6
24660328,373,39,33,23,20,13,19,39,35,25,24,24,20,11,13,10,10,6,9
24660329,272,22,24,24,15,15,9,22,23,20,15,12,16,8,10,7,7,8,15
24660330,328,25,35,24,17,20,22,32,29,23,16,14,14,15,15,6,6,6,9
24660331,269,26,19,16,14,8,23,26,30,20,25,12,10,16,9,5,7,1,2
24660332,241,21,18,12,10,13,21,16,17,22,16,12,15,10,11,6,10,5,6
24660333,251,20,21,20,14,15,17,14,22,19,16,12,12,12,14,5,8,4,6
24660334,339,29,26,30,24,16,20,25,32,19,22,18,18,16,18,10,6,4,6
24660335,337,24,23,22,19,23,26,26,23,26,19,16,33,23,11,3,10,5,5
24660336,295,28,26,21,25,24,31,22,22,23,19,10,12,8,6,7,0,2,9
24660337,337,27,16,20,20,22,19,25,30,17,26,26,19,16,22,11,9,5,7
24660338,459,41,34,30,31,49,28,44,44,36,27,12,23,19,13,7,10,4,7
24660339,325,30,27,32,16,20,14,17,25,31,23,23,22,12,7,6,5,6,9
24660340,133,5,4,7,8,6,5,3,4,12,12,10,8,9,10,8,10,4,8
24660341,201,18,24,15,9,9,11,16,18,16,20,10,13,7,4,0,4,1,6
24660342,300,17,20,11,20,13,23,17,17,25,22,16,18,13,17,6,11,17,17
24660343,280,18,27,18,28,17,12,16,19,22,15,12,19,11,16,12,4,4,10
24660344,260,16,24,20,20,12,18,17,22,14,20,14,12,8,13,10,9,5,6
24660345,346,29,21,27,18,24,28,34,33,26,15,20,10,15,17,12,6,5,6
24660346,397,26,22,26,28,30,38,34,29,37,22,17,20,19,9,11,15,6,8
24660347,251,21,19,14,7,15,17,19,17,17,19,14,18,17,11,6,8,8,4
24660348,147,10,10,1,9,16,12,9,10,13,16,14,10,6,5,1,4,1,0
24660349,283,20,15,11,17,18,12,13,15,19,13,17,6,20,21,17,16,16,17
24660350,301,29,16,12,9,15,27,34,23,18,16,22,20,16,10,13,11,5,5
24660351,259,27,19,10,14,14,18,27,17,19,18,11,13,12,7,10,5,9,9
24660352,267,19,15,18,17,20,22,22,12,15,15,26,12,15,8,13,8,5,5
24660353,296,14,13,16,20,25,26,16,17,18,14,23,18,27,14,12,8,7,8
24660354,364,23,25,22,17,30,30,16,22,31,20,32,17,18,18,15,14,12,2
24660355,301,18,15,22,17,17,26,23,18,20,15,28,17,11,19,7,9,8,11
24660356,243,21,15,12,12,11,18,15,19,16,16,18,16,15,15,7,5,5,7
24660357,241,13,10,6,15,17,23,19,17,22,18,17,20,12,8,8,6,5,5
24660358,335,24,21,17,21,33,23,19,30,27,22,17,25,15,12,9,8,6,6
24660359,372,15,13,10,7,22,27,33,21,13,28,16,12,11,13,13,20,18,80
24660360,243,15,10,20,16,15,23,26,17,20,15,15,14,13,8,5,5,1,5
24660361,278,16,11,14,10,15,39,21,22,23,21,15,17,13,12,8,7,6,8
24660362,327,22,28,16,17,25,24,27,27,24,16,14,30,19,5,10,7,7,9
24660363,369,32,31,16,24,41,31,24,33,22,17,20,25,16,10,9,7,4,7
24660364,470,38,30,25,24,37,40,41,49,37,23,25,30,23,17,10,2,9,10
24660365,296,17,21,9,14,20,24,25,17,27,18,23,21,12,15,12,11,4,6
24660366,289,13,16,14,18,22,18,16,16,20,22,23,22,16,16,15,15,6,1
24660367,421,34,35,32,21,23,31,34,42,41,24,26,27,16,14,11,8,1,1
24660368,414,36,38,28,19,28,25,32,38,29,27,20,26,15,6,12,16,9,10
24660369,317,27,30,23,14,16,31,28,21,30,27,15,14,7,13,8,4,4,5
24660370,320,32,41,39,27,25,12,16,37,30,11,14,15,10,5,0,4,2,0
24660371,291,33,31,15,14,20,11,36,29,18,19,15,16,17,8,6,3,0,0
24660372,408,37,39,28,19,33,37,27,32,29,31,20,20,15,9,13,6,4,9
24660373,390,54,52,35,22,25,18,33,43,33,29,17,15,6,0,0,0,5,3
24660374,271,31,30,19,6,11,14,20,30,21,14,17,11,16,10,10,5,5,1
24660375,265,18,11,7,17,10,18,29,19,15,21,22,19,11,10,15,8,9,6
24660376,158,12,6,5,6,5,9,12,16,22,14,8,7,8,5,8,9,1,5
24660377,176,15,10,7,4,12,12,12,16,16,18,11,4,10,6,5,10,6,2
24660378,154,11,14,9,6,5,14,9,10,15,10,5,4,4,5,10,11,6,6
24660379,246,21,22,17,13,11,13,18,21,19,21,17,10,6,6,13,9,5,4
24660380,204,16,13,5,9,11,22,26,16,15,6,15,12,9,8,8,5,5,3
24660381,576,63,60,42,32,46,40,60,66,35,31,22,19,17,5,8,9,13,8
24660382,249,15,14,14,6,9,10,19,25,19,15,16,13,9,16,15,10,16,8
24660383,306,14,17,21,17,15,14,15,21,30,23,21,24,12,18,19,11,11,3
24660384,294,17,19,21,10,12,16,9,21,21,16,23,20,6,21,19,19,11,13
24660385,371,26,30,26,15,17,23,25,38,27,21,20,21,12,16,13,17,8,16
24660386,286,21,24,27,18,14,10,12,17,23,16,18,14,13,14,12,18,11,4
24660387,219,7,8,8,6,16,12,13,13,15,14,12,20,17,9,8,16,12,13
24660388,245,13,15,16,12,14,7,9,12,18,23,16,14,15,13,13,17,10,8
24660389,380,44,32,21,24,15,20,38,42,33,27,16,11,15,12,9,9,5,7
24660390,206,8,6,14,10,5,11,10,6,13,11,18,16,16,15,14,11,14,8
24660391,188,9,12,10,12,10,12,13,11,13,10,14,11,14,8,1,7,11,10
24660392,246,16,14,15,16,10,7,9,10,14,13,19,14,17,16,12,13,18,13
24660393,359,26,21,12,16,22,20,24,26,30,22,15,22,20,17,16,17,20,13
24660394,310,17,16,18,15,27,14,22,20,16,23,27,17,18,14,13,13,10,10
24660395,286,16,17,16,18,14,21,14,24,19,19,16,22,12,14,13,17,12,2
24660396,237,14,10,8,10,11,18,12,10,20,15,8,15,16,17,7,10,15,21
24660397,351,27,23,19,20,23,25,20,29,22,21,22,13,11,8,15,23,15,15
24660398,667,26,17,19,23,27,26,37,25,28,32,33,26,28,27,33,65,99,96
24660399,233,8,11,17,17,21,10,10,13,18,16,14,15,17,14,10,8,6,8
24660400,296,12,11,17,19,19,13,11,10,18,22,22,18,27,13,19,21,18,6
24660401,263,4,6,18,18,23,13,11,11,12,18,21,27,24,16,13,12,8,8
24660402,416,36,45,24,20,11,32,33,35,34,33,17,22,18,14,12,16,6,8
24660403,184,12,14,12,7,6,6,11,24,17,11,6,6,8,13,7,11,9,4
24660404,213,4,5,10,9,14,15,11,11,11,13,14,19,15,22,17,10,5,8
24660405,311,36,31,13,8,12,13,29,29,24,21,13,10,14,13,10,16,6,13
24660406,218,16,15,10,7,12,18,23,27,18,9,11,10,6,6,7,9,7,7
24660407,219,16,16,5,12,11,17,11,24,18,9,13,13,12,8,7,7,10,10
24660408,289,22,25,25,14,14,14,18,25,26,17,14,13,11,14,14,9,6,8
24660409,255,23,21,14,10,20,22,22,22,21,16,19,15,11,6,3,5,5,0
24660410,253,18,18,16,16,12,13,19,19,18,19,14,19,16,7,13,7,4,5
24660411,271,25,19,22,32,21,20,18,17,16,16,20,17,11,6,2,9,0,0
24660412,397,24,25,27,30,22,24,37,30,20,33,19,24,26,20,11,7,9,9
24660413,437,13,12,12,5,13,23,13,23,14,12,14,21,22,32,26,40,50,92
24660414,280,14,14,14,13,15,16,26,27,17,17,14,24,16,12,10,15,6,10
24660415,351,26,21,16,19,21,18,22,23,25,36,26,19,19,16,15,13,10,6
24660416,219,19,15,8,10,12,14,25,19,19,13,5,11,10,14,10,9,5,1
24660417,223,10,10,7,8,9,16,14,14,19,19,14,17,14,15,10,8,8,11
24660418,131,8,8,5,7,7,10,11,12,10,8,12,8,5,7,5,4,3,1
24660419,243,12,11,10,11,11,9,12,20,19,20,17,18,11,15,11,10,10,16
24660420,269,20,20,10,14,29,31,25,27,20,14,9,17,9,7,3,5,3,6
24660421,329,20,16,14,15,16,46,31,34,22,23,17,20,11,16,11,9,5,3
24660422,280,19,12,14,17,29,28,26,24,16,14,9,17,15,10,10,7,7,6
24660423,250,18,16,12,15,21,21,12,19,22,21,15,11,7,9,7,6,9,9
24660424,243,22,23,11,12,13,16,21,17,19,17,11,15,12,10,9,2,6,7
24660425,296,18,11,11,18,27,41,39,26,19,10,17,13,7,13,6,6,6,8
24660426,286,19,12,11,11,24,41,25,19,31,17,11,19,12,7,10,5,4,8
24660427,264,21,24,8,5,22,39,26,28,15,14,15,13,10,7,5,5,3,4
24660428,401,35,33,25,14,27,29,46,47,30,27,15,15,15,15,8,7,5,8
24660429,314,19,20,16,13,17,37,46,34,14,16,19,16,10,10,14,5,0,8
24660430,231,10,15,18,22,10,13,22,18,19,10,13,15,13,8,5,3,8,9
24660431,256,15,14,15,6,16,31,25,24,19,13,13,25,9,13,11,6,1,0
24660432,322,15,11,16,13,19,37,34,30,16,22,18,15,21,21,12,7,9,6
24660433,330,14,15,6,6,47,78,36,35,21,14,15,15,10,9,4,5,0,0
24660434,355,14,11,5,4,34,52,47,28,23,13,13,6,13,30,34,12,10,6
24660435,312,26,17,8,5,17,27,43,48,27,15,13,16,13,10,11,7,5,4
24660436,272,11,9,1,5,15,39,34,32,18,9,12,8,16,14,15,16,5,13
24660437,181,6,7,11,3,12,27,20,19,12,12,6,9,14,2,5,6,5,5
24660438,205,6,1,0,0,28,32,47,36,23,9,5,0,4,5,5,1,2,1
24660439,193,10,5,5,0,30,54,29,21,12,1,4,7,3,2,6,1,3,0
24660440,150,5,4,5,5,12,22,22,24,20,8,8,8,2,3,1,0,1,0
24660441,149,10,4,2,4,5,30,18,19,17,11,7,3,10,5,1,1,2,0
24660442,321,21,18,12,12,13,39,33,34,39,15,16,20,21,9,10,4,4,1
24660443,295,13,8,11,6,17,52,46,37,22,15,13,16,17,5,3,4,6,4
24660444,259,9,7,8,8,13,43,31,24,19,15,14,13,17,6,9,10,5,8
24660445,353,17,15,13,15,20,44,42,37,24,18,27,21,18,13,15,10,2,2
24660446,180,7,5,5,7,6,26,17,23,17,10,8,13,12,7,4,3,3,7
24660447,218,16,13,6,4,18,31,26,32,17,6,11,7,8,1,14,4,3,1
24660448,212,9,10,2,4,20,67,49,24,7,0,0,6,5,0,5,0,0,4
24660449,202,9,6,0,5,16,60,36,19,9,3,6,7,12,4,6,4,0,0
24660450,323,14,16,14,10,20,49,46,36,22,19,13,14,14,12,9,5,5,5
24660451,326,7,8,1,6,24,59,52,38,24,14,17,21,14,10,14,6,5,6
24660452,235,14,11,4,0,12,28,39,32,19,13,9,11,19,7,5,1,3,8
24660453,344,17,18,10,5,20,43,61,46,27,14,12,18,17,14,9,6,3,4
24660454,243,8,9,6,4,15,43,24,27,21,16,16,9,8,15,9,5,7,1
24660455,210,8,4,9,10,10,26,28,20,7,10,14,15,16,10,1,8,5,9
24660456,396,25,22,14,10,21,45,50,49,31,25,15,23,17,19,9,8,5,8
24660457,267,15,10,10,8,20,41,38,33,17,17,5,12,18,8,0,5,3,7
24660458,356,34,31,16,10,17,35,28,36,31,17,19,18,17,8,11,12,9,7
24660459,335,14,11,8,4,31,55,49,33,21,11,10,19,15,12,7,16,10,9
24660460,347,27,23,12,13,23,45,39,39,23,17,19,14,14,15,7,3,6,8
24660461,316,16,15,11,7,23,43,39,34,24,15,19,17,23,12,4,6,5,3
24660462,294,16,11,14,7,17,40,39,33,22,12,9,24,19,9,10,5,3,4
24660463,361,13,11,9,13,28,69,58,50,27,15,12,13,13,8,13,3,1,5
24660464,337,9,11,14,11,32,44,50,31,25,18,17,18,15,12,6,2,8,14
24660465,297,15,11,15,2,4,29,49,34,29,20,22,18,15,11,9,3,4,7
24660466,252,16,15,11,3,8,24,36,32,22,16,11,19,14,11,6,4,2,2
24660467,233,14,13,7,6,9,28,27,25,24,12,14,10,8,10,8,5,4,9
24660468,361,29,20,7,6,25,53,48,40,35,27,16,14,15,6,5,9,5,1
24660469,268,13,8,5,4,21,48,37,26,26,9,14,14,15,8,10,5,0,5
24660470,347,15,9,12,5,31,75,57,39,25,13,10,17,11,5,10,5,1,7
24660471,322,17,10,10,14,9,33,50,35,26,24,16,19,21,11,11,9,2,5
24660472,363,27,15,11,10,21,43,55,53,25,23,13,15,12,18,17,3,1,1
24660473,340,15,10,5,8,22,49,43,28,23,22,9,17,13,19,18,17,10,12
24660474,349,25,19,11,6,20,48,51,53,29,15,15,15,16,13,5,3,1,4
24660475,288,10,8,14,14,24,36,35,31,17,9,22,14,18,10,5,4,8,9
24660476,347,9,5,11,10,24,43,33,27,22,12,10,9,16,5,19,14,21,57
24660478,395,14,18,17,11,35,44,38,25,36,13,33,24,21,13,10,10,7,26
24660479,323,16,18,18,17,16,27,23,19,33,17,18,14,19,20,16,12,6,14
24660480,248,10,10,16,10,19,32,18,14,22,16,20,13,12,11,10,5,5,5
24660481,215,14,11,13,10,17,12,16,20,12,18,12,14,15,11,6,5,5,4
24660482,301,23,22,18,18,20,23,26,28,16,19,13,21,11,7,9,9,6,12
24660483,247,14,15,15,14,16,12,13,15,22,17,14,20,12,9,13,9,7,10
24660484,351,26,28,28,18,12,21,32,31,30,27,18,19,16,9,5,10,11,10
24660485,235,10,10,11,9,12,16,15,18,19,17,17,17,17,11,11,8,8,9
24660486,477,20,20,19,20,27,40,50,48,45,37,28,31,25,17,14,14,12,10
24660487,330,19,23,23,21,16,28,24,29,23,18,16,12,14,20,11,11,10,12
24660488,376,25,25,23,11,23,36,38,36,22,21,17,25,20,9,13,10,11,11
24660489,260,11,16,17,12,17,22,18,17,22,17,18,15,13,15,7,6,9,8
24660490,300,18,16,17,7,19,39,30,26,19,16,14,24,12,9,8,5,9,12
24660491,411,17,11,7,11,22,37,33,29,17,7,19,15,27,39,31,26,15,48
24660492,342,21,15,16,10,28,44,32,36,28,17,15,16,17,15,11,1,8,12
24660493,252,16,11,12,5,22,31,28,29,24,11,11,7,11,14,11,5,3,1
24660494,311,24,20,9,16,26,29,25,31,24,21,15,14,16,11,6,8,5,11
24660495,200,9,6,4,9,14,12,17,16,13,9,17,11,16,11,11,6,8,11
24660496,548,33,25,20,31,47,54,47,51,42,33,33,24,26,30,17,14,9,12
24660497,245,15,8,16,6,16,27,28,28,20,16,10,12,13,7,9,5,4,5
24660498,347,28,30,16,14,18,31,39,40,17,14,12,14,27,16,11,9,6,5
24660499,292,17,18,20,6,13,22,25,25,18,26,14,18,24,24,10,5,3,4
24660500,440,23,19,17,11,27,45,54,45,31,21,18,24,30,32,20,13,6,4
24660501,400,21,18,16,20,24,26,36,33,30,33,20,25,28,22,23,12,10,3
24660502,465,26,17,10,11,25,49,66,55,40,32,31,30,25,19,13,5,8,3
24660503,294,14,14,15,10,13,16,24,26,24,18,16,20,19,19,19,10,9,8
24660504,291,15,11,11,9,18,19,27,19,17,23,24,22,20,18,16,6,6,10
24660505,283,12,8,7,8,48,41,29,31,12,9,13,16,18,12,11,5,1,2
24660506,376,26,21,20,12,19,37,36,35,38,18,26,18,21,13,16,7,4,9
24660507,240,13,12,8,7,18,28,23,20,19,9,17,12,20,7,7,5,9,6
24660508,298,22,17,26,18,23,29,22,27,22,15,22,14,16,6,4,5,5,5
24660509,272,18,15,18,11,9,18,28,23,23,12,19,15,16,9,10,12,8,8
24660510,208,14,10,8,9,14,25,22,15,27,5,10,8,11,3,7,10,7,3
24660511,231,15,11,11,7,7,16,21,23,9,8,14,13,15,12,13,15,9,12
24660512,562,61,46,29,28,30,58,82,69,55,27,18,15,15,7,6,6,5,5
24660513,474,25,19,19,20,27,33,33,39,44,35,31,34,25,27,23,16,14,10
24660514,229,9,7,6,11,12,20,21,16,15,18,22,16,16,10,9,6,7,8
