CODE,PFTOT,PF0004,PF0509,PF1014,PF1519,PF2024,PF2529,PF3034,PF3539,PF4044,PF4549,PF5054,PF5559,PF6064,PF6569,PF7074,PF7579,PF8084,PF85P
48070163,267,14,13,16,20,15,15,16,18,19,11,14,20,16,14,14,15,8,9
48070164,250,17,18,14,14,20,20,14,17,16,14,16,13,11,11,11,10,9,5
48070165,252,18,17,11,7,12,11,11,18,15,10,7,13,9,10,13,14,20,36
48070167,258,21,20,17,14,16,17,14,17,15,9,12,19,16,14,16,11,6,4
48070168,440,38,35,29,29,25,25,25,28,29,27,23,34,29,21,15,11,9,8
48070169,211,16,15,11,9,15,17,12,8,8,10,11,14,15,15,13,9,6,7
48070170,215,14,13,13,14,12,9,8,12,14,15,14,18,18,14,12,10,4,1
48070172,222,19,17,12,12,14,13,15,13,12,13,17,16,13,13,9,6,4,4
48070173,292,13,14,18,20,18,12,14,15,16,22,27,32,29,16,11,9,3,3
48070175,68,4,2,4,5,2,0,3,1,0,3,7,11,9,9,3,1,1,3
48070176,42,0,0,1,0,1,3,4,3,1,4,4,3,2,8,4,1,2,1
48070177,202,16,12,11,14,12,9,9,10,10,10,15,19,21,17,10,5,1,1
48070178,96,7,8,6,5,4,4,4,4,4,4,4,8,10,9,5,4,4,2
48070179,228,19,15,15,16,18,11,10,14,12,14,13,22,18,10,11,8,2,0
48070180,106,8,6,10,8,3,4,8,6,2,7,9,11,9,4,4,5,2,0
48070181,148,11,9,8,7,9,8,11,10,7,10,12,12,11,7,5,5,4,2
48070182,168,6,8,12,5,8,11,9,6,5,5,7,13,12,16,17,15,9,4
48070183,189,19,16,13,9,10,8,11,11,10,10,12,15,14,10,7,6,5,3
48070184,266,21,20,20,27,23,10,9,16,17,20,14,19,17,15,9,3,2,4
48070185,260,20,16,11,14,18,14,12,13,13,12,12,22,22,13,9,13,9,17
48070186,196,14,10,10,10,14,10,8,11,11,8,15,22,20,11,9,6,4,3
48070187,175,12,12,10,13,12,8,8,10,8,10,13,14,16,11,9,6,2,1
48070188,76,3,3,2,3,4,4,4,6,2,4,3,4,8,7,5,4,4,6
48070190,83,4,2,4,3,3,4,4,3,2,2,5,10,9,4,2,4,9,9
48070193,214,4,5,12,16,19,11,10,11,14,15,18,21,20,15,11,8,2,2
48070196,279,19,15,16,18,24,17,14,17,16,17,19,25,22,13,8,11,5,3
48070198,564,31,27,24,32,39,39,31,33,36,29,29,37,36,30,24,30,24,33
48070199,219,10,10,8,14,14,11,7,8,11,14,17,25,27,16,10,8,5,4
48070203,205,7,11,17,15,12,7,8,18,15,12,12,17,22,15,9,6,2,0
48070204,235,8,10,11,17,17,13,13,12,9,11,14,16,19,18,17,13,7,10
48080072,169,6,6,11,12,11,11,7,8,9,14,12,15,15,13,7,5,5,2
48080073,234,11,11,12,14,13,11,10,17,14,15,12,16,28,26,14,5,3,2
48080074,148,12,13,15,8,7,9,7,12,10,13,8,8,10,6,6,3,1,0
48080075,338,22,22,21,22,22,24,27,31,22,20,24,29,24,16,8,3,1,0
48080076,234,9,12,13,13,14,14,16,12,14,11,16,33,24,11,10,5,5,2
48080077,197,8,11,9,12,16,12,12,8,8,10,13,22,16,11,14,7,4,4
48080078,215,15,19,16,13,9,12,16,13,13,10,15,22,14,10,9,3,4,2
48080079,256,17,18,18,18,17,16,20,18,18,12,18,25,18,10,9,3,1,0
48080080,230,10,9,13,14,10,11,17,18,14,14,19,29,22,13,10,5,2,0
48080081,307,19,24,23,18,18,27,23,20,21,15,24,25,15,10,11,5,6,3
48080082,302,17,23,17,13,14,17,19,19,15,13,21,27,19,13,19,12,16,8
48080083,280,19,23,25,16,10,18,26,17,14,18,18,19,20,13,11,7,4,2
48080084,368,16,19,18,29,22,17,17,24,23,28,26,36,36,24,17,8,3,5
48080087,883,52,68,61,65,53,51,74,92,76,60,43,65,45,25,19,15,11,8
48080088,228,13,19,16,11,9,12,19,18,13,13,12,25,17,8,8,5,6,4
48080089,278,9,13,7,17,21,25,19,26,13,24,15,26,16,12,12,9,9,5
48080090,246,26,17,12,13,15,20,16,17,16,14,17,18,13,8,4,7,5,8
48080091,231,17,11,12,15,16,25,19,11,14,11,19,19,14,11,7,3,2,5
48080092,241,14,12,12,14,16,20,16,12,16,11,18,20,19,14,8,10,6,3
48080093,220,11,9,9,15,16,15,10,15,13,13,16,20,19,15,8,8,5,3
48080094,404,18,10,12,8,15,25,25,22,15,10,18,36,32,28,23,34,32,41
48080095,355,8,6,6,7,24,34,26,20,14,10,14,31,22,17,28,39,26,23
48080096,217,12,7,7,6,12,13,15,11,10,9,13,21,26,21,11,10,8,5
48080097,269,13,5,6,10,31,39,29,15,12,15,16,19,15,13,14,11,3,3
48080098,287,12,8,7,5,35,25,26,21,13,5,13,9,14,29,23,25,13,4
48080099,312,21,13,10,11,33,42,22,21,20,15,24,32,18,12,5,5,4,4
48080100,301,19,15,17,16,25,29,29,14,19,17,21,28,18,12,9,6,3,4
48080101,169,4,1,9,6,10,11,7,6,5,14,17,13,18,11,17,5,9,6
48080102,359,9,9,4,5,22,15,22,18,14,12,17,37,41,42,22,31,27,12
48080103,188,8,7,11,10,10,10,9,12,10,9,11,20,21,19,11,7,2,1
48080104,339,21,22,25,21,24,20,28,40,32,23,20,18,13,12,5,8,5,2
48080105,327,26,27,24,20,25,21,35,37,28,20,15,15,9,8,5,8,3,1
48080106,293,20,19,18,15,23,20,23,31,18,18,20,23,18,9,5,6,4,3
48080107,103,2,3,6,5,6,7,6,7,7,8,7,7,10,9,6,4,2,1
48080109,139,5,5,6,8,11,12,11,10,7,7,9,11,14,13,4,3,2,1
48080110,227,15,21,16,14,14,19,25,28,21,13,13,10,9,6,1,0,0,2
48080111,280,27,26,25,16,18,24,27,27,22,15,14,14,12,11,2,0,0,0
48080112,226,16,19,18,6,10,31,38,22,15,12,14,13,5,5,0,0,0,2
48080113,211,16,17,12,9,17,23,22,17,10,10,20,19,10,6,2,1,0,0
48080114,253,22,15,11,13,12,23,16,26,23,14,13,22,19,14,8,2,0,0
48080115,229,19,16,14,11,15,25,20,22,20,17,10,14,15,4,2,2,2,1
48080116,375,29,25,14,14,29,47,31,26,21,25,23,29,28,18,11,4,1,0
48080117,205,15,17,16,13,15,15,16,17,13,13,11,15,12,7,3,3,3,1
48080118,213,15,18,14,17,14,15,17,18,15,13,15,18,11,8,3,1,1,0
48080119,284,24,25,18,14,19,30,28,24,15,15,15,20,16,13,4,1,2,1
48080122,222,13,12,11,9,13,8,13,15,12,7,13,17,24,21,17,8,5,4
48080123,342,26,17,11,12,53,37,28,23,22,22,21,11,20,18,10,7,2,2
48080124,197,4,0,3,5,9,16,6,14,6,6,10,10,16,13,25,13,15,26
48080125,185,8,9,8,11,10,19,17,14,12,14,11,16,17,12,4,1,0,2
48080126,151,5,5,8,8,8,6,7,11,10,13,11,11,15,14,9,5,3,2
48080127,253,28,24,18,13,14,19,18,25,19,14,11,13,12,13,7,2,2,1
48080128,226,6,6,10,10,14,19,17,17,13,14,14,15,20,19,15,9,4,4
48080135,1411,92,95,91,86,77,101,110,124,99,97,74,88,69,53,40,30,28,57
48080136,216,8,11,13,12,18,21,16,16,9,12,14,11,12,16,14,5,3,5
48080137,274,11,10,16,19,26,28,20,22,11,13,14,19,13,11,14,11,9,7
48080138,244,12,8,13,16,17,24,21,18,14,13,15,12,15,7,12,5,6,16
48080139,186,9,11,10,7,8,9,8,10,9,10,10,15,18,15,11,11,9,6
48080140,423,8,7,6,7,15,23,26,27,15,18,18,31,39,41,41,45,34,22
48080141,173,4,3,2,1,8,15,18,11,15,21,15,9,13,14,8,5,5,6
48080142,346,10,6,7,4,45,42,25,21,18,22,28,27,32,25,16,8,5,5
48080143,184,8,10,7,7,14,21,13,14,8,13,13,12,10,8,6,5,8,7
48080144,515,32,36,41,37,47,55,37,44,35,33,26,32,23,16,14,2,4,1
48080145,376,10,5,3,16,59,42,29,19,25,22,31,31,25,23,13,8,10,5
48080146,355,14,15,6,4,16,12,14,9,13,9,7,16,36,48,36,34,37,29
48080147,244,5,5,1,4,15,23,15,11,7,13,20,19,27,19,17,16,14,13
48080148,293,17,10,13,12,10,14,12,16,16,14,15,19,25,30,21,23,14,12
48080149,412,16,12,17,23,37,39,34,49,39,9,20,22,25,20,15,17,9,9
48080150,223,10,6,9,12,19,24,19,20,16,11,13,15,16,15,8,6,2,2
48080151,184,6,4,9,11,10,12,12,13,13,10,9,14,21,16,7,6,6,5
48080152,321,7,5,11,16,26,35,24,39,26,22,21,17,23,18,11,11,5,4
48080153,468,46,41,18,15,44,57,48,54,38,19,28,16,17,6,12,5,1,3
48080154,142,12,11,6,5,4,12,10,17,9,8,15,11,10,6,5,1,0,0
48080155,448,40,36,34,35,42,36,42,52,36,21,19,20,11,11,6,2,4,1
48080156,156,13,10,6,5,9,19,20,18,15,8,10,6,1,6,6,1,0,3
48080157,191,9,7,10,10,13,23,18,21,21,11,18,11,8,7,1,1,2,0
48080158,374,16,17,15,36,30,32,34,35,30,22,28,29,14,18,11,2,1,4
48080159,601,48,51,38,28,54,50,65,64,32,34,33,41,24,23,9,2,3,2
48080160,289,22,23,18,12,14,19,25,30,20,13,16,18,19,18,10,7,3,2
48080161,321,24,23,18,24,21,24,22,26,22,22,22,24,18,10,7,10,1,3
48080162,288,26,27,20,22,27,35,21,35,17,16,14,7,8,3,8,1,0,1
48080163,205,13,12,8,5,11,16,16,11,9,12,14,20,16,17,9,8,5,3
48080164,1570,90,96,102,96,85,127,137,132,114,100,94,106,90,89,47,34,18,13
48080165,135,4,5,8,5,5,11,9,7,6,6,6,12,9,11,8,13,6,4
48080167,183,10,11,12,12,10,13,14,15,11,8,11,18,14,13,7,2,0,2
48080168,190,9,11,17,17,11,11,10,16,15,9,9,13,13,12,6,5,3,3
48080169,196,4,3,4,14,16,15,13,14,14,13,15,17,13,10,8,11,6,6
48080235,1817,116,105,78,64,76,141,177,150,92,76,79,109,75,69,73,82,89,166
48080236,272,12,8,5,12,16,25,38,23,12,15,24,24,16,13,12,6,6,5
48080238,222,11,10,10,11,12,19,18,16,12,10,15,18,10,17,11,5,9,8
48080239,161,11,9,10,8,7,12,22,17,9,10,8,14,8,9,4,1,1,1
48080240,165,13,12,11,10,8,10,14,10,7,6,15,18,13,12,5,1,0,0
48080243,374,16,14,14,14,19,19,26,22,13,12,16,28,19,20,22,23,33,44
48080244,307,23,24,25,26,27,24,26,29,21,17,20,16,13,10,4,1,0,1
48080245,234,11,11,13,14,20,20,13,14,11,11,16,26,24,14,9,3,1,3
48080246,268,13,11,9,8,19,20,17,18,12,13,19,23,21,23,18,8,9,7
48080247,269,17,14,16,13,20,24,21,17,13,17,21,24,21,14,7,3,4,3
48080248,232,11,11,11,10,19,20,20,17,11,13,15,24,18,12,7,4,5,4
48080249,229,12,11,14,15,17,19,20,16,14,13,15,17,15,11,9,3,6,2
48080250,197,8,5,6,9,26,12,19,13,11,12,22,22,17,6,5,3,1,0
48080251,285,18,13,13,15,22,33,25,25,21,12,13,24,20,10,4,6,5,6
48080254,200,16,13,14,9,16,18,18,16,9,6,12,18,12,11,6,3,1,2
48080255,285,20,17,23,16,18,16,19,16,18,17,24,30,19,17,8,4,2,1
48080269,505,30,26,26,29,38,52,50,40,26,31,34,36,23,22,16,12,6,8
48080271,178,13,13,11,9,7,6,8,8,11,14,13,15,14,13,10,7,4,2
48080272,236,8,10,11,15,15,10,9,15,21,19,15,21,23,18,12,7,4,3
48080273,229,13,14,16,14,9,10,12,14,11,12,20,23,21,15,10,8,4,3
48080274,224,14,12,12,13,12,12,17,19,15,13,16,18,17,16,10,3,3,2
48080275,255,13,14,16,23,21,14,12,15,13,11,12,26,21,18,12,7,4,3
48080276,384,20,25,25,24,21,15,14,25,21,15,14,20,22,21,24,21,21,36
48080277,266,12,16,11,6,9,10,16,11,12,11,16,18,14,11,16,18,18,41
48080278,368,25,27,21,20,25,21,27,30,23,18,22,26,23,19,19,13,6,3
48080279,376,18,23,20,19,19,14,16,18,15,20,17,25,27,28,30,26,19,22
48080280,374,22,21,19,16,16,16,18,21,21,23,29,36,42,36,20,11,5,2
48080281,77,4,2,0,0,8,7,2,1,2,1,3,7,12,8,7,6,3,4
48080283,213,13,13,13,12,9,10,12,13,11,15,18,21,18,17,9,4,2,3
48080285,240,24,20,16,12,15,13,19,18,11,14,15,15,15,12,10,7,3,1
48080286,271,25,23,20,16,15,13,17,19,16,12,16,21,17,13,12,8,4,4
48080287,101,12,7,4,5,6,6,5,1,0,5,4,12,10,8,6,2,3,5
48080290,217,18,16,15,17,19,17,16,17,12,15,14,16,11,6,2,2,2,2
48080291,611,67,58,48,34,37,69,65,65,47,31,22,23,19,13,8,3,1,1
48080292,386,33,32,28,21,27,41,41,35,19,19,19,25,22,12,8,3,1,0
48080298,169,8,10,13,9,6,5,6,9,12,11,13,19,14,14,10,5,3,2
48080299,253,10,11,16,15,12,14,15,12,15,17,22,27,24,16,10,8,5,4
48080300,328,18,21,23,20,15,13,18,25,20,19,25,33,27,19,14,9,5,4
48080301,240,10,11,11,15,13,12,14,18,17,15,19,21,18,21,15,6,2,2
48080303,330,19,16,22,22,20,20,22,22,21,23,21,25,27,24,14,5,4,3
48080305,684,61,50,53,43,40,52,67,69,53,38,32,38,38,29,12,3,3,3
48080308,280,13,14,16,17,19,13,13,13,17,15,21,33,30,22,14,7,2,1
48080309,407,30,28,24,24,27,42,48,40,33,26,22,20,15,13,8,4,2,1
48080310,369,12,13,15,13,11,9,13,17,16,17,26,32,42,45,41,26,14,7
48080312,219,9,9,17,19,12,8,10,11,16,21,20,20,15,13,10,5,2,2
48080313,240,7,9,15,16,16,10,12,15,13,13,22,31,22,14,13,8,3,1
48080317,186,16,15,16,12,11,10,13,14,14,13,13,14,10,6,4,2,2,1
48080318,198,8,7,11,16,16,14,16,14,11,13,17,19,16,8,5,4,2,1
48080319,1251,140,121,94,66,85,125,146,134,96,74,51,38,29,21,13,8,6,4
48080320,221,17,13,9,12,15,24,21,21,15,11,10,14,13,11,5,3,3,4
48080321,228,15,12,17,11,18,16,26,21,13,6,13,17,18,7,8,5,2,3
48080322,308,13,13,4,16,25,22,16,9,9,15,16,19,15,23,14,22,20,37
48080323,215,12,10,10,10,9,13,17,18,13,12,13,17,16,14,11,9,5,6
48080324,286,20,18,20,20,21,21,16,16,16,18,17,19,18,15,11,10,7,3
48080325,211,13,11,12,11,10,15,21,15,11,15,19,18,16,10,6,4,2,2
48080328,304,25,24,26,21,19,22,21,21,22,22,20,18,16,10,5,4,5,3
48080331,234,13,13,7,6,15,21,23,24,14,11,13,23,18,14,4,7,5,3
48080332,290,11,11,12,14,24,24,22,22,16,16,20,20,21,22,17,9,5,4
48080333,124,1,6,9,11,9,7,2,0,1,8,15,21,17,10,5,2,0,0
48080335,150,5,8,8,9,4,9,5,5,9,13,11,15,19,14,8,4,1,3
48080336,20,1,1,0,1,3,2,1,0,2,1,0,0,0,3,1,3,1,0
48080337,178,8,9,10,11,13,9,8,11,10,11,10,16,18,13,9,7,3,2
48080338,273,14,14,16,16,17,17,15,17,18,20,27,23,17,14,12,9,4,3
48080339,237,13,14,16,16,13,15,15,13,12,18,17,20,21,13,9,6,3,3
48080340,229,11,11,12,11,8,12,14,15,16,21,22,19,18,15,10,6,4,4
48080341,203,16,17,12,12,10,11,10,14,11,10,16,17,12,11,10,7,4,3
48080343,283,13,14,18,22,18,13,14,16,20,23,22,20,21,19,15,8,4,3
48080344,232,8,9,16,19,15,11,13,9,15,17,19,23,26,13,9,5,2,3
48080345,285,16,18,21,17,15,16,22,15,11,13,22,32,23,18,13,6,3,4
48080346,279,22,17,13,14,13,23,22,22,17,16,15,18,22,17,11,8,5,4
48080347,335,30,24,21,21,16,21,22,23,22,17,18,16,17,20,21,14,7,5
48080351,195,6,6,9,12,9,9,10,7,10,13,12,15,22,20,14,12,6,3
48080352,517,33,34,41,33,22,25,37,39,34,35,32,33,32,26,21,18,13,9
48080353,321,15,16,21,23,15,13,14,19,18,22,26,29,22,20,15,15,12,6
48080355,181,8,8,13,11,9,8,9,11,8,11,16,13,11,11,8,4,6,16
48080356,195,9,11,10,7,10,13,10,9,11,14,11,15,20,15,14,8,5,3
48080357,217,11,12,9,7,13,19,15,19,12,9,8,13,19,15,15,10,6,5
48080358,358,15,15,23,23,18,19,16,24,26,20,17,25,22,24,22,21,16,12
48080359,154,7,9,7,5,9,6,12,12,10,7,7,6,9,7,9,13,9,10
48080360,259,11,13,19,16,13,12,11,15,17,14,10,16,24,21,11,9,6,21
48080361,231,11,9,9,10,5,5,10,10,9,13,12,14,12,12,10,15,19,46
48080362,270,14,15,13,15,15,14,16,17,17,17,15,21,25,20,13,9,7,7
48080363,215,8,9,18,17,14,13,15,20,21,18,13,10,12,12,9,4,1,1
48080364,210,12,11,10,9,10,13,15,14,8,13,10,17,18,14,11,9,9,7
48080365,493,12,14,13,13,12,25,82,74,64,51,47,37,20,11,7,4,3,4
48080366,234,11,11,15,17,12,10,14,10,13,21,21,21,16,16,14,8,3,1
48080367,307,19,22,24,23,18,17,15,12,22,25,22,22,22,18,10,7,5,4
48080368,315,18,19,16,11,10,13,15,18,19,20,22,35,35,29,17,8,4,6
48080369,185,7,8,14,16,16,11,6,10,11,12,17,15,14,12,7,5,2,2
48080370,281,14,15,17,17,13,13,18,18,20,18,21,21,22,19,14,10,7,4
48080371,296,16,17,23,22,14,13,17,18,18,18,17,23,26,19,16,9,6,4
48080372,134,5,2,4,6,4,8,7,3,6,10,8,11,15,15,12,8,6,4
48080373,235,14,12,14,13,12,14,15,10,11,11,18,26,21,15,12,8,5,4
48080374,447,29,26,29,26,21,26,31,32,26,26,27,37,37,28,22,13,7,4
48080375,236,19,20,16,14,14,10,17,19,16,12,14,20,17,11,8,6,2,1
48080376,226,12,14,16,12,12,8,7,15,20,15,12,21,18,17,12,6,4,5
48080377,171,12,10,10,8,8,12,10,13,12,11,10,11,12,10,8,6,5,3
48080378,192,11,7,8,7,5,8,7,9,11,16,18,16,21,19,10,7,6,6
48080379,279,17,19,16,12,10,13,11,17,15,12,16,28,30,23,18,11,6,5
48080380,263,9,9,15,12,10,10,12,17,15,18,19,24,31,27,19,10,3,3
48080381,295,15,16,19,18,16,13,18,20,22,20,23,26,24,18,12,7,5,3
48080382,368,20,25,23,25,20,29,27,27,28,23,21,24,24,18,16,8,7,3
48080383,308,19,19,28,29,19,13,12,15,20,25,25,22,17,16,13,8,4,4
48080384,202,10,12,14,13,10,8,7,10,11,17,18,21,15,13,9,7,5,2
48080386,506,37,41,42,40,37,40,49,42,42,37,31,26,15,9,8,6,3,1
48080387,817,54,55,52,53,44,48,56,63,52,46,46,45,34,33,27,23,27,59
48080388,679,41,49,56,51,40,37,46,55,45,45,43,43,39,33,25,15,8,8
48080389,240,17,19,19,17,13,13,11,14,17,17,15,16,15,13,10,6,5,3
48080390,162,8,11,11,10,6,8,8,11,13,15,15,12,10,9,5,3,3,4
48080391,239,8,8,8,16,13,11,15,15,11,14,21,22,23,16,12,10,9,7
48080392,245,16,20,21,17,12,15,18,18,12,14,14,14,14,13,11,7,5,4
48080393,218,20,18,15,11,16,16,18,16,10,9,11,12,10,10,8,4,7,7
48080394,200,9,11,12,12,9,10,11,13,11,11,12,15,12,8,8,9,10,17
48080395,228,7,9,9,10,17,14,15,16,12,15,14,14,13,14,12,11,10,16
48080398,232,13,12,9,8,9,16,15,13,9,8,11,16,20,20,13,10,9,21
48080399,201,11,11,15,13,12,17,18,14,9,6,10,14,15,11,6,5,7,7
48080400,557,39,42,36,38,33,33,41,39,35,35,38,40,33,27,22,14,7,5
48080401,243,17,18,19,17,14,16,17,17,10,11,15,16,13,12,11,9,6,5
48080402,164,8,8,9,14,11,10,11,12,8,9,12,16,12,8,6,3,4,3
48080403,252,8,8,16,23,20,12,10,17,18,17,18,20,18,14,12,10,6,5
48080405,209,10,9,10,11,9,8,12,14,11,11,14,20,23,19,13,8,4,3
48080406,395,18,21,21,26,25,16,15,24,22,30,32,31,34,29,21,13,8,9
48080407,309,17,20,19,21,22,29,30,25,18,23,19,13,13,11,9,8,7,5
48080408,204,5,8,11,12,12,12,10,13,12,16,17,21,17,13,7,7,6,5
48080409,202,9,10,10,8,9,10,8,8,7,10,9,9,11,14,18,17,16,19
48080410,401,31,31,33,30,19,15,18,25,29,28,28,29,28,21,13,10,7,6
48080413,259,14,15,15,21,18,15,16,18,17,18,14,17,20,15,11,7,4,4
48080414,255,10,11,9,13,18,22,24,21,16,15,18,21,18,12,7,5,8,7
48080415,534,39,37,38,30,21,25,30,34,32,29,25,26,26,26,21,25,23,47
48080416,212,8,10,12,12,9,12,15,12,9,10,13,21,22,18,13,8,5,3
48080417,274,24,23,19,17,16,22,20,19,16,16,12,13,14,14,11,8,6,4
48080418,199,11,10,12,9,8,14,17,14,11,10,13,16,19,14,8,5,4,4
48080419,234,18,18,17,15,12,14,15,18,15,15,16,17,15,12,8,5,3,1
48080420,252,7,8,10,11,14,22,18,13,10,13,18,17,25,16,14,14,11,11
48080421,272,12,12,8,8,16,21,22,20,15,12,18,19,16,12,11,16,15,19
48080422,233,18,16,12,9,12,19,21,18,15,11,12,14,12,13,12,9,5,5
48080423,284,10,11,11,19,18,17,14,9,13,23,22,20,17,13,14,10,11,32
48080424,340,22,23,23,23,23,24,26,24,20,18,18,21,20,17,15,10,5,8
48080425,223,14,15,13,8,10,15,17,18,14,16,11,15,20,14,10,9,3,1
48080426,274,11,9,9,12,11,13,12,13,17,23,20,18,20,21,20,17,12,16
48080427,309,17,18,25,26,17,14,18,22,22,22,24,25,22,14,9,6,5,3
48080428,328,54,50,40,31,22,18,20,21,16,14,10,8,10,9,3,1,1,0
48080429,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
48080430,237,32,30,29,23,17,15,16,15,10,10,11,12,5,4,4,2,1,1
48080431,185,19,19,18,15,17,19,14,10,6,7,8,9,6,4,4,4,4,2
48080432,145,16,14,13,15,13,18,12,6,5,8,7,6,5,5,2,0,0,0
48080433,531,65,60,61,53,36,35,44,42,30,26,20,18,14,11,8,3,2,3
48080434,196,15,15,18,18,17,16,16,13,10,8,10,10,10,11,7,2,0,0
48080435,273,29,29,30,24,19,16,19,15,15,15,16,17,10,7,5,3,2,2
48080436,268,18,18,17,20,17,12,11,13,14,17,21,26,22,14,7,9,6,6
48080437,279,19,19,22,17,17,15,13,14,16,19,17,22,26,18,9,6,4,6
48080438,145,21,19,14,13,14,12,14,7,7,4,1,5,5,4,2,2,1,0
48080439,247,11,11,13,15,19,15,14,16,14,15,21,25,23,17,7,4,4,3
48080440,236,16,15,12,15,15,11,10,13,15,15,17,20,17,13,13,10,5,4
48080442,181,8,8,12,12,10,8,9,11,12,12,15,21,13,11,7,6,3,3
48080443,181,12,14,15,9,3,7,11,8,7,9,12,16,19,18,12,5,2,2
48080444,226,14,15,12,10,8,10,14,16,14,13,16,19,18,16,12,8,5,6
48080445,312,24,21,18,12,15,21,22,22,11,11,21,23,21,16,18,17,10,9
48080446,259,17,15,17,16,13,18,23,22,11,10,13,16,18,13,9,7,3,18
48080447,234,12,13,16,10,11,13,18,19,16,14,16,26,18,11,9,6,3,3
48080448,224,13,9,8,12,13,10,9,14,9,10,17,24,21,16,14,13,7,5
48080449,327,24,22,19,18,16,15,17,18,16,14,19,28,32,30,19,11,6,3
48080450,39,1,3,1,0,0,4,2,0,0,3,1,2,9,7,2,0,2,2
48080451,66,1,3,3,3,1,1,4,9,5,2,6,5,9,4,1,3,4,2
48080452,169,8,7,9,10,9,8,10,13,16,10,10,19,14,10,9,5,2,0
48080453,185,8,9,12,7,6,8,10,12,11,12,13,15,19,15,8,7,6,7
48080454,357,22,21,19,17,12,18,24,23,19,24,25,27,30,21,14,16,12,13
48080455,256,13,21,18,15,18,17,19,20,15,16,12,22,19,13,12,4,1,1
48080456,245,8,13,18,16,16,13,12,11,13,23,16,22,22,15,16,7,2,2
48080457,205,9,13,10,10,13,10,14,16,13,15,12,16,15,13,12,7,4,3
48080458,390,21,28,23,19,24,24,31,30,24,25,23,30,31,24,21,9,3,0
48080459,256,15,23,21,15,15,14,19,23,20,20,14,14,15,10,10,3,2,3
48080460,561,42,57,45,29,25,26,48,61,57,47,33,40,25,12,8,4,1,1
48080461,234,12,8,11,11,9,12,10,11,9,12,12,25,21,24,16,15,9,7
48080462,271,17,15,20,19,19,18,17,15,14,13,21,29,18,15,9,6,3,3
48080463,453,33,30,32,29,31,26,26,30,31,30,37,32,24,22,12,13,8,7
48080464,355,15,14,16,19,21,22,18,28,25,29,22,26,26,24,17,14,10,9
48080465,568,17,16,23,20,27,38,31,38,34,37,27,34,48,61,39,31,27,20
48080466,370,20,19,22,15,20,26,22,29,29,38,26,27,29,26,14,5,1,2
48080467,145,8,6,7,9,14,17,15,11,7,6,10,15,9,6,2,2,1,0
48080468,98,7,6,11,8,5,5,2,3,3,8,6,9,5,6,4,3,4,3
48080469,126,7,9,7,6,5,6,6,6,5,9,10,12,12,9,10,4,1,2
48080470,190,7,11,14,11,12,7,5,9,10,16,15,20,21,12,9,5,3,3
48080471,874,37,42,47,63,48,32,31,42,54,78,73,95,83,50,47,28,13,11
48080472,327,12,13,19,25,23,18,16,23,20,25,21,36,37,17,11,5,3,3
48080473,424,18,18,13,12,20,30,36,29,25,23,17,24,32,27,21,16,11,52
48080474,341,14,15,25,26,24,19,17,18,24,29,28,36,33,17,6,5,3,2
48080475,299,17,18,22,21,22,19,19,14,17,21,23,26,26,17,8,4,2,3
48080476,1072,64,72,112,93,82,69,72,93,108,85,67,56,42,25,12,12,5,3
48080477,541,41,44,50,39,38,40,46,53,55,43,29,22,17,9,4,5,4,2
48080478,492,22,27,44,41,37,35,38,44,48,41,33,29,27,14,6,3,1,2
48080479,251,7,7,13,19,19,15,12,16,29,29,26,21,14,9,4,5,4,2
48080480,365,19,21,23,21,16,16,23,30,26,24,18,23,19,7,7,10,11,51
48080481,478,37,40,33,37,32,30,34,40,34,41,33,29,25,15,10,6,2,0
48080482,290,13,14,17,18,12,9,14,17,16,20,22,29,29,19,19,12,5,5
48080483,276,16,17,13,16,18,24,31,26,21,15,17,17,12,8,9,5,6,5
48080484,565,37,40,45,47,40,33,39,58,55,49,38,32,25,13,6,1,3,4
48080485,874,69,76,62,52,51,57,70,93,76,45,35,36,36,24,15,7,21,49
48080486,918,89,91,76,60,47,61,89,110,83,55,43,38,29,18,15,5,5,4
48080487,554,41,42,40,38,39,51,56,62,51,34,31,26,20,10,5,2,1,5
48080489,1122,104,96,77,71,104,107,130,125,75,58,45,46,35,18,12,11,5,3
48080490,485,36,35,29,31,40,47,57,52,39,31,27,24,16,7,5,5,3,1
48080491,544,28,31,27,24,28,28,44,53,33,24,24,34,41,34,34,33,18,6
48080492,290,24,26,19,15,19,27,33,28,22,15,14,20,16,8,2,1,1,0
48080493,587,33,38,36,36,43,44,52,51,47,43,33,50,36,20,12,6,4,3
48080495,662,50,51,43,43,60,60,67,67,49,44,31,40,25,12,7,7,4,2
48080496,349,13,16,21,22,28,27,27,29,25,27,23,35,25,14,7,5,4,1
48080497,426,30,29,34,34,32,36,48,46,39,26,20,26,13,6,4,2,1,0
48080500,330,14,19,15,10,18,23,25,24,21,20,26,36,31,25,7,3,8,5
48080503,177,11,13,15,14,15,12,13,11,9,9,11,12,11,10,7,3,0,1
48080504,1275,147,126,95,67,80,139,162,145,93,61,41,41,37,20,11,4,3,3
48080505,290,27,24,18,15,19,25,25,23,17,16,18,20,15,9,8,6,3,2
48080506,122,6,7,7,7,8,6,4,7,5,7,11,14,13,6,4,6,3,1
48080507,2330,270,224,163,109,129,266,306,267,161,110,85,86,71,41,22,10,5,5
